pH,EC_uScm,TDS_mgL,HCO3_mgL,Cl_mgL,F_mgL,SO4,NO3,Total_Hardness_mgL,Ca_mgL,Mg_mgL,Na_mgL,K_mgL,pH_exceed,TDS_mgL_exceed,NO3_exceed,F_mgL_exceed,Cl_mgL_exceed,SO4_exceed,Total_Hardness_mgL_exceed,risk_score,risk_label,Latitude,Longitude,State,District,Location,coordinate_flag
7.63,1668.0,1117.5600000000002,549.0,185.0,0.29,91.0,31.0,455.0,102.0,49.0,150.0,44.0,0,1,0,0,0,0,1,2,MODERATE,24.2908,85.0318,Jharkhand,Chatra,Kanha Chatti,
7.72,583.0,390.61,250.0,39.0,0.81,25.0,8.0,220.0,34.0,33.0,30.0,3.0,0,0,0,0,0,0,1,1,MODERATE,24.3026,85.1662,Jharkhand,Chatra,Itkhori1,
7.52,1771.0,1186.5700000000002,519.0,238.0,1.53,86.0,38.0,550.0,62.0,96.0,150.0,9.0,0,1,0,1,0,0,1,3,HIGH,24.3459,84.8025,Jharkhand,Chatra,Lohsinghna Khurd,
7.51,1609.0,1078.03,543.0,153.0,1.51,99.0,47.0,565.0,94.0,80.0,95.0,26.0,0,1,1,1,0,0,1,4,HIGH,24.1757,85.0247,Jharkhand,Chatra,Gidhaur,
7.63,1420.0,951.4,488.0,178.0,0.36,50.0,6.0,385.0,76.0,47.0,141.0,14.0,0,1,0,0,0,0,1,2,MODERATE,24.2021,84.8721,Jharkhand,Chatra,Chatra1,
7.39,870.0,582.9000000000001,323.0,71.0,0.59,49.0,27.0,355.0,40.0,62.0,34.0,4.0,0,1,0,0,0,0,1,2,MODERATE,24.2187,84.983,Jharkhand,Chatra,Behra Chocha,
7.64,1130.0,757.1,195.0,231.0,1.51,73.0,2.0,420.0,110.0,35.0,63.0,5.0,0,1,0,1,0,0,1,3,HIGH,23.7514,86.1185,Jharkhand,Bokaro,Chandrapura,
7.42,1365.0,914.55,525.0,92.0,0.69,95.0,32.0,490.0,88.0,66.0,65.0,45.0,0,1,0,0,0,0,1,2,MODERATE,24.0043,85.1139,Jharkhand,Chatra,Piri,
7.91,885.0,592.95,342.0,78.0,1.11,38.0,9.0,300.0,86.0,21.0,55.0,21.0,0,1,0,0,0,0,1,2,MODERATE,23.8035,86.4327,Jharkhand,Dhanbad,Dbl Buglow,
8.28,611.0,409.37,220.0,46.0,0.52,42.0,23.0,255.0,54.0,29.0,20.0,3.0,0,0,0,0,0,0,1,1,MODERATE,23.8207,86.4355,Jharkhand,Dhanbad,Dhaiya Ism,
7.18,705.0,472.35,122.0,117.0,0.24,59.0,36.0,200.0,60.0,12.0,51.0,31.0,0,0,0,0,0,0,0,0,SAFE,23.7858,86.3875,Jharkhand,Dhanbad,Godhar Basti,
7.59,1291.0,864.97,409.0,149.0,0.14,84.0,19.0,450.0,72.0,66.0,87.0,2.0,0,1,0,0,0,0,1,2,MODERATE,24.1588,83.7988,Jharkhand,Garhwa,Garhwa,
7.82,1108.0,742.36,409.0,107.0,0.87,46.0,28.0,275.0,38.0,44.0,114.0,22.0,0,1,0,0,0,0,1,2,MODERATE,24.3911,83.5698,Jharkhand,Garhwa,Bhawanathpur,
7.82,1031.0,690.7700000000001,348.0,121.0,0.69,51.0,6.0,325.0,98.0,19.0,86.0,4.0,0,1,0,0,0,0,1,2,MODERATE,24.2245,87.4102,Jharkhand,Dumka,Patabari,
7.59,350.0,234.5,92.0,36.0,0.26,21.0,33.0,140.0,44.0,7.0,14.0,4.0,0,0,0,0,0,0,0,0,SAFE,24.2384,87.4687,Jharkhand,Dumka,Sikaripara,
7.81,481.0,322.27000000000004,122.0,67.0,0.42,30.0,19.0,150.0,38.0,13.0,38.0,6.0,0,0,0,0,0,0,0,0,SAFE,24.0455,87.41,Jharkhand,Dumka,Raneswar,
7.37,190.0,127.3,61.0,18.0,0.14,12.0,1.0,80.0,22.0,6.0,7.0,0.0,0,0,0,0,0,0,0,0,SAFE,24.1092,87.3111,Jharkhand,Dumka,Masanjor,
7.61,195.0,130.65,61.0,25.0,0.54,4.0,4.0,75.0,18.0,7.0,9.0,1.0,0,0,0,0,0,0,0,0,SAFE,24.5694,87.1875,Jharkhand,Dumka,Gamharia,
7.3,959.0,642.5300000000001,317.0,89.0,0.17,56.0,43.0,380.0,90.0,38.0,44.0,2.0,0,1,0,0,0,0,1,2,MODERATE,24.5637,87.2483,Jharkhand,Dumka,Ramgargh,
7.0,756.0,506.52,177.0,107.0,0.02,40.0,40.0,315.0,74.0,32.0,23.0,11.0,0,1,0,0,0,0,1,2,MODERATE,24.1554,87.1804,Jharkhand,Dumka,Masalia,
7.43,879.0,588.9300000000001,262.0,71.0,0.08,76.0,42.0,345.0,96.0,26.0,38.0,7.0,0,1,0,0,0,0,1,2,MODERATE,24.3581,87.4261,Jharkhand,Dumka,Kathikund,
6.81,415.0,278.05,128.0,57.0,0.17,11.0,0.0,145.0,44.0,9.0,25.0,7.0,0,0,0,0,0,0,0,0,SAFE,24.478,87.1311,Jharkhand,Dumka,Nunihaat,
7.66,1098.0,735.6600000000001,268.0,160.0,0.29,55.0,41.0,470.0,122.0,40.0,34.0,4.0,0,1,0,0,0,0,1,2,MODERATE,24.3927,87.0538,Jharkhand,Dumka,Jarmundi Db.Ib,
7.46,316.0,211.72,104.0,36.0,0.25,9.0,8.0,120.0,20.0,17.0,17.0,1.0,0,0,0,0,0,0,0,0,SAFE,24.375,87.184,Jharkhand,Dumka,Parapalashi,
7.69,745.0,499.15,268.0,46.0,0.3,53.0,36.0,280.0,68.0,27.0,42.0,2.0,0,0,0,0,0,0,1,1,MODERATE,24.3488,87.1497,Jharkhand,Dumka,Jama1,
7.45,812.0,544.0400000000001,195.0,117.0,0.0,48.0,40.0,335.0,74.0,36.0,32.0,0.0,0,1,0,0,0,0,1,2,MODERATE,24.2639,87.1169,Jharkhand,Dumka,Chikania,
6.53,218.0,146.06,61.0,25.0,0.1,8.0,15.0,80.0,24.0,5.0,10.0,6.0,0,0,0,0,0,0,0,0,SAFE,24.426,87.4856,Jharkhand,Dumka,Gopikandar,
7.43,887.0,594.2900000000001,232.0,99.0,0.52,85.0,31.0,240.0,80.0,10.0,81.0,19.0,0,1,0,0,0,0,1,2,MODERATE,24.2664,87.2495,Jharkhand,Dumka,Dumka(Db Ib),
7.3,525.0,351.75,207.0,32.0,1.03,35.0,8.0,195.0,40.0,23.0,25.0,12.0,0,0,0,0,0,0,0,0,SAFE,23.8137,86.4482,Jharkhand,Dhanbad,Pkroy College,
8.09,1621.0,1086.0700000000002,555.0,78.0,0.32,234.0,5.0,585.0,80.0,94.0,91.0,19.0,0,1,0,0,0,1,1,3,HIGH,23.7825,86.4761,Jharkhand,Dhanbad,Purandih Jorapokhar,
7.84,1743.0,1167.8100000000002,525.0,234.0,1.55,96.0,9.0,570.0,120.0,66.0,138.0,2.0,0,1,0,1,0,0,1,3,HIGH,23.8311,86.5238,Jharkhand,Dhanbad,Govindpur,
7.63,452.0,302.84000000000003,98.0,57.0,0.31,49.0,16.0,125.0,36.0,9.0,41.0,11.0,0,0,0,0,0,0,0,0,SAFE,23.7633,86.4119,Jharkhand,Dhanbad,Dhansar Mrs,
7.51,736.0,493.12,275.0,50.0,0.85,61.0,15.0,265.0,56.0,30.0,37.0,18.0,0,0,0,0,0,0,1,1,MODERATE,23.7419,86.4117,Jharkhand,Dhanbad,Jharia,
7.7,855.0,572.85,329.0,43.0,1.04,81.0,10.0,355.0,96.0,28.0,33.0,2.0,0,1,0,0,0,0,1,2,MODERATE,23.6626,86.457,Jharkhand,Dhanbad,Kandra Mandal Basti,
7.22,1384.0,927.28,378.0,163.0,0.98,109.0,47.0,460.0,86.0,60.0,99.0,11.0,0,1,1,0,0,0,1,3,HIGH,24.0862,83.8271,Jharkhand,Garhwa,Obra,
7.86,991.0,663.97,342.0,82.0,0.55,85.0,7.0,350.0,120.0,12.0,59.0,16.0,0,1,0,0,0,0,1,2,MODERATE,23.6513,86.4797,Jharkhand,Dhanbad,Sindri Gosala More,
7.82,962.0,644.5400000000001,305.0,92.0,0.49,96.0,3.0,310.0,92.0,19.0,56.0,34.0,0,1,0,0,0,0,1,2,MODERATE,23.7862,86.7068,Jharkhand,Dhanbad,Nirsa,
7.6,1725.0,1155.75,549.0,217.0,0.57,67.0,42.0,560.0,156.0,41.0,117.0,40.0,0,1,0,0,0,0,1,2,MODERATE,23.9391,86.6013,Jharkhand,Dhanbad,Mairanwatand,
7.8,1214.0,813.38,311.0,202.0,0.5,40.0,29.0,415.0,118.0,29.0,80.0,16.0,0,1,0,0,0,0,1,2,MODERATE,23.8731,86.3354,Jharkhand,Dhanbad,Rajganj,
7.94,1015.0,680.0500000000001,244.0,138.0,0.43,80.0,31.0,375.0,78.0,44.0,50.0,21.0,0,1,0,0,0,0,1,2,MODERATE,23.9026,86.2029,Jharkhand,Dhanbad,Topchanchi,
8.02,851.0,570.1700000000001,268.0,107.0,0.51,23.0,36.0,350.0,82.0,35.0,36.0,0.0,0,1,0,0,0,0,1,2,MODERATE,23.9854,86.4527,Jharkhand,Dhanbad,Tundi,
7.27,464.0,310.88,195.0,39.0,0.0,11.0,2.0,215.0,20.0,40.0,7.0,0.0,0,0,0,0,0,0,1,1,MODERATE,24.3003,87.2875,Jharkhand,Dumka,Chapodia,
7.83,1261.0,844.87,366.0,142.0,0.7,97.0,32.0,485.0,106.0,53.0,55.0,23.0,0,1,0,0,0,0,1,2,MODERATE,23.7975,86.305,Jharkhand,Dhanbad,Balajee Mandir,
7.44,878.0,588.26,232.0,89.0,0.31,97.0,30.0,235.0,54.0,24.0,87.0,12.0,0,1,0,0,0,0,1,2,MODERATE,24.0139,85.5478,Jharkhand,Hazaribagh,Daru,
8.24,635.0,425.4500000000001,189.0,71.0,0.17,31.0,36.0,265.0,56.0,30.0,19.0,11.0,0,0,0,0,0,0,1,1,MODERATE,23.9938,85.4123,Jharkhand,Hazaribagh,Amritnagar,
7.27,1265.0,847.5500000000001,397.0,128.0,0.1,97.0,30.0,540.0,150.0,40.0,42.0,3.0,0,1,0,0,0,0,1,2,MODERATE,23.983,85.3528,Jharkhand,Hazaribagh,Habib Nagar,
7.85,1188.0,795.96,378.0,131.0,0.23,76.0,28.0,440.0,94.0,50.0,65.0,9.0,0,1,0,0,0,0,1,2,MODERATE,23.5965,85.6061,Jharkhand,Ramgarh,Barlong,
7.9,1019.0,682.73,384.0,64.0,1.68,62.0,41.0,315.0,86.0,24.0,89.0,2.0,0,1,0,1,0,0,1,3,HIGH,23.643,85.4405,Jharkhand,Ramgarh,Sirka,
7.72,544.0,364.48,177.0,43.0,0.71,40.0,30.0,205.0,40.0,26.0,28.0,3.0,0,0,0,0,0,0,1,1,MODERATE,23.6525,85.3606,Jharkhand,Ramgarh,Bhurkunda,
7.78,941.0,630.47,220.0,131.0,0.75,92.0,8.0,270.0,80.0,17.0,92.0,3.0,0,1,0,0,0,0,1,2,MODERATE,23.6215,85.4722,Jharkhand,Ramgarh,Barkakhana,
7.81,357.0,239.19000000000003,92.0,36.0,0.62,24.0,35.0,160.0,52.0,7.0,5.0,3.0,0,0,0,0,0,0,0,0,SAFE,23.7107,85.4553,Jharkhand,Ramgarh,Thakur Gora,
7.78,759.0,508.53,146.0,110.0,1.2,78.0,27.0,260.0,42.0,38.0,52.0,2.0,0,1,0,0,0,0,1,2,MODERATE,23.8079,85.4698,Jharkhand,Ramgarh,Mandu,
7.54,1129.0,756.4300000000001,287.0,138.0,0.82,94.0,40.0,440.0,136.0,24.0,48.0,18.0,0,1,0,0,0,0,1,2,MODERATE,23.7267,85.5068,Jharkhand,Ramgarh,Kuju,
7.76,1218.0,816.0600000000001,403.0,110.0,0.3,98.0,28.0,360.0,84.0,36.0,90.0,39.0,0,1,0,0,0,0,1,2,MODERATE,23.6712,85.4619,Jharkhand,Ramgarh,Kanjgi,
7.89,809.0,542.0300000000001,287.0,78.0,0.42,34.0,25.0,355.0,60.0,50.0,21.0,5.0,0,1,0,0,0,0,1,2,MODERATE,23.6851,85.4414,Jharkhand,Ramgarh,Barkachumba,
7.34,1360.0,911.2,348.0,192.0,1.07,86.0,36.0,480.0,146.0,28.0,90.0,6.0,0,1,0,0,0,0,1,2,MODERATE,23.5389,85.7169,Jharkhand,Ramgarh,Gola,
7.96,1285.0,860.95,336.0,167.0,0.33,98.0,31.0,430.0,88.0,51.0,85.0,23.0,0,1,0,0,0,0,1,2,MODERATE,23.5592,85.5974,Jharkhand,Ramgarh,Kusumbha,
7.61,985.0,659.95,305.0,85.0,1.51,90.0,35.0,315.0,74.0,32.0,78.0,5.0,0,1,0,1,0,0,1,3,HIGH,23.5306,85.6026,Jharkhand,Ramgarh,Dulmi,
7.21,1035.0,693.45,372.0,64.0,0.34,94.0,33.0,370.0,76.0,44.0,47.0,34.0,0,1,0,0,0,0,1,2,MODERATE,23.5743,85.6236,Jharkhand,Ramgarh,Chitarpur Dw,
7.86,824.0,552.08,415.0,39.0,0.32,10.0,11.0,335.0,30.0,63.0,24.0,18.0,0,1,0,0,0,0,1,2,MODERATE,23.9294,84.2507,Jharkhand,Palamu,Satbarwa,
7.66,972.0,651.24,262.0,117.0,0.66,94.0,4.0,400.0,112.0,29.0,40.0,2.0,0,1,0,0,0,0,1,2,MODERATE,23.6264,85.5149,Jharkhand,Ramgarh,Ramgarh2A,
7.78,806.0,540.02,244.0,99.0,0.49,30.0,41.0,330.0,56.0,46.0,32.0,2.0,0,1,0,0,0,0,1,2,MODERATE,24.1979,84.1759,Jharkhand,Palamu,Patan,
7.4,1478.0,990.26,439.0,174.0,0.5,88.0,47.0,545.0,36.0,111.0,85.0,9.0,0,1,1,0,0,0,1,3,HIGH,24.065,84.3489,Jharkhand,Palamu,Sagalim,
7.75,962.0,644.5400000000001,311.0,110.0,1.1,40.0,40.0,380.0,64.0,53.0,42.0,7.0,0,1,0,0,0,0,1,2,MODERATE,24.0341,84.4734,Jharkhand,Palamu,Panki,
8.19,485.0,324.95000000000005,244.0,18.0,0.54,11.0,8.0,210.0,66.0,11.0,14.0,0.0,0,0,0,0,0,0,1,1,MODERATE,24.1147,84.078,Jharkhand,Palamu,Kajri,
7.32,1074.0,719.58,458.0,82.0,0.67,37.0,8.0,440.0,26.0,91.0,37.0,15.0,0,1,0,0,0,0,1,2,MODERATE,24.1732,84.0393,Jharkhand,Palamu,Rajhara,
8.12,1007.0,674.69,250.0,146.0,0.83,78.0,18.0,390.0,48.0,66.0,49.0,5.0,0,1,0,0,0,0,1,2,MODERATE,24.0458,84.225,Jharkhand,Palamu,Lesliganj,
8.01,847.0,567.49,458.0,18.0,1.33,12.0,9.0,235.0,32.0,38.0,78.0,16.0,0,1,0,0,0,0,1,2,MODERATE,24.4616,84.0479,Jharkhand,Palamu,Sandha,
7.86,1175.0,787.25,488.0,89.0,1.0,35.0,37.0,400.0,30.0,79.0,84.0,1.0,0,1,0,0,0,0,1,2,MODERATE,24.5326,84.002,Jharkhand,Palamu,Japla,
7.69,405.0,271.35,183.0,21.0,0.7,16.0,11.0,160.0,30.0,21.0,16.0,5.0,0,0,0,0,0,0,0,0,SAFE,24.539,84.2899,Jharkhand,Palamu,Hariharganj,
7.93,1187.0,795.2900000000001,378.0,135.0,0.85,58.0,44.0,460.0,30.0,94.0,60.0,1.0,0,1,0,0,0,0,1,2,MODERATE,24.4969,83.9506,Jharkhand,Palamu,Haidernagar,
7.84,1819.0,1218.73,708.0,163.0,0.73,74.0,25.0,560.0,100.0,75.0,137.0,43.0,0,1,0,0,0,0,1,2,MODERATE,24.0669,84.0625,Jharkhand,Palamu,Daltenganj,
7.55,1101.0,737.6700000000001,433.0,103.0,0.59,41.0,8.0,365.0,22.0,75.0,81.0,9.0,0,1,0,0,0,0,1,2,MODERATE,24.3775,84.1988,Jharkhand,Palamu,Chhatarpur,
7.74,1665.0,1115.55,519.0,199.0,1.2,92.0,42.0,535.0,28.0,113.0,121.0,25.0,0,1,0,0,0,0,1,2,MODERATE,24.0703,84.0414,Jharkhand,Palamu,Baraw,
8.05,1105.0,740.35,500.0,82.0,1.49,19.0,4.0,315.0,28.0,60.0,95.0,26.0,0,1,0,0,0,0,1,2,MODERATE,24.225,83.9055,Jharkhand,Palamu,Ketat Kala,
7.58,909.0,609.0300000000001,439.0,28.0,1.28,33.0,21.0,270.0,22.0,52.0,86.0,1.0,0,1,0,0,0,0,1,2,MODERATE,24.2458,83.9417,Jharkhand,Palamu,Bishrampur,
8.23,1487.0,996.29,451.0,185.0,1.55,96.0,21.0,400.0,60.0,61.0,142.0,26.0,0,1,0,1,0,0,1,3,HIGH,24.1297,84.1228,Jharkhand,Palamu,Nawadih1,
7.86,441.0,295.47,189.0,36.0,0.43,13.0,2.0,150.0,26.0,21.0,29.0,5.0,0,0,0,0,0,0,0,0,SAFE,23.4456,85.6069,Jharkhand,Ranchi,Angara1,
7.95,770.0,515.9,256.0,82.0,0.64,39.0,23.0,310.0,80.0,27.0,31.0,8.0,0,1,0,0,0,0,1,2,MODERATE,23.3586,85.6923,Jharkhand,Ranchi,Barwadag,
7.91,352.0,235.84,153.0,28.0,0.55,7.0,7.0,150.0,34.0,16.0,11.0,1.0,0,0,0,0,0,0,0,0,SAFE,23.3836,85.6347,Jharkhand,Ranchi,Jonha,
7.25,1195.0,800.6500000000001,214.0,249.0,1.35,61.0,9.0,365.0,40.0,64.0,101.0,6.0,0,1,0,0,0,0,1,2,MODERATE,23.2842,85.3836,Jharkhand,Ranchi,Pindarcom,
7.82,981.0,657.2700000000001,256.0,163.0,0.32,26.0,26.0,240.0,58.0,23.0,111.0,6.0,0,1,0,0,0,0,1,2,MODERATE,23.3308,85.32,Jharkhand,Ranchi,Mani Tola (Doranda),
7.82,1112.0,745.0400000000001,159.0,206.0,0.21,52.0,99.0,285.0,60.0,33.0,116.0,10.0,0,1,1,0,0,0,1,3,HIGH,23.3594,85.3619,Jharkhand,Ranchi,Lowadih,
7.71,245.0,164.15,49.0,43.0,0.1,6.0,23.0,85.0,16.0,11.0,16.0,2.0,0,0,0,0,0,0,0,0,SAFE,23.3836,85.415,Jharkhand,Ranchi,Lalganj,
8.01,501.0,335.67,214.0,36.0,0.65,20.0,4.0,180.0,28.0,27.0,30.0,5.0,0,0,0,0,0,0,0,0,SAFE,23.2543,85.4447,Jharkhand,Ranchi,Ladnapiri,
7.6,258.0,172.86,55.0,39.0,0.12,15.0,20.0,90.0,14.0,13.0,16.0,3.0,0,0,0,0,0,0,0,0,SAFE,23.2641,85.3685,Jharkhand,Ranchi,Kharsidag,
7.69,494.0,330.98,122.0,78.0,0.15,26.0,9.0,170.0,36.0,19.0,35.0,2.0,0,0,0,0,0,0,0,0,SAFE,23.3411,85.3158,Jharkhand,Ranchi,Hanuman Mandir (Near Ag.Office),
7.63,659.0,441.53,128.0,146.0,0.38,16.0,1.0,165.0,52.0,9.0,73.0,2.0,0,0,0,0,0,0,0,0,SAFE,23.3553,85.3378,Jharkhand,Ranchi,Chutiya (Sani Mandir),
7.8,225.0,150.75,43.0,28.0,0.18,17.0,25.0,50.0,6.0,9.0,27.0,1.0,0,0,0,0,0,0,0,0,SAFE,23.2628,85.3117,Jharkhand,Ranchi,Bridge Ford School,
7.99,985.0,659.95,195.0,174.0,0.23,40.0,56.0,300.0,64.0,34.0,85.0,6.0,0,1,1,0,0,0,1,3,HIGH,23.4597,85.087,Jharkhand,Ranchi,Mandar,
7.81,171.0,114.57,55.0,18.0,0.46,3.0,16.0,70.0,14.0,9.0,6.0,1.0,0,0,0,0,0,0,0,0,SAFE,23.3902,85.0249,Jharkhand,Ranchi,Bishakhatanga,
8.05,580.0,388.6,226.0,32.0,0.19,23.0,45.0,215.0,48.0,23.0,32.0,2.0,0,0,0,0,0,0,1,1,MODERATE,23.1644,85.0271,Jharkhand,Ranchi,Kakriya,
8.12,1729.0,1158.43,372.0,309.0,0.69,96.0,25.0,470.0,62.0,77.0,173.0,11.0,0,1,0,0,1,0,1,3,HIGH,23.4358,85.3216,Jharkhand,Ranchi,Sukurhutu,
7.84,712.0,477.04,146.0,124.0,0.36,56.0,7.0,200.0,54.0,16.0,70.0,5.0,0,0,0,0,0,0,0,0,SAFE,23.3992,85.3383,Jharkhand,Ranchi,Ramkrishna Mission Morabadi,
8.11,758.0,507.86,183.0,128.0,0.31,25.0,25.0,245.0,40.0,35.0,59.0,5.0,0,1,0,0,0,0,1,2,MODERATE,23.5176,85.2959,Jharkhand,Ranchi,Pithoria,
7.9,606.0,406.02,140.0,110.0,0.19,33.0,4.0,195.0,30.0,29.0,48.0,3.0,0,0,0,0,0,0,0,0,SAFE,23.4357,85.318,Jharkhand,Ranchi,Kanke1,
7.92,973.0,651.9100000000001,128.0,209.0,0.14,38.0,58.0,295.0,62.0,34.0,86.0,4.0,0,1,1,0,0,0,1,3,HIGH,23.4308,85.3308,Jharkhand,Ranchi,Kanke Chowk,
7.56,732.0,490.44000000000005,134.0,146.0,0.41,32.0,27.0,235.0,46.0,29.0,57.0,7.0,0,0,0,0,0,0,1,1,MODERATE,23.4066,85.4876,Jharkhand,Ranchi,Gondlipokhar,
7.77,245.0,164.15,55.0,36.0,0.26,10.0,19.0,100.0,20.0,12.0,9.0,1.0,0,0,0,0,0,0,0,0,SAFE,23.3042,85.0284,Jharkhand,Ranchi,Berro,
8.11,402.0,269.34000000000003,98.0,64.0,0.39,28.0,1.0,145.0,40.0,11.0,21.0,5.0,0,0,0,0,0,0,0,0,SAFE,23.1755,85.5886,Jharkhand,Ranchi,Bundu,
7.61,244.0,163.48000000000002,67.0,36.0,0.27,13.0,5.0,85.0,18.0,10.0,14.0,2.0,0,0,0,0,0,0,0,0,SAFE,23.2021,85.4974,Jharkhand,Ranchi,Taimara,
8.11,221.0,148.07000000000002,55.0,32.0,0.16,4.0,20.0,80.0,10.0,13.0,12.0,2.0,0,0,0,0,0,0,0,0,SAFE,23.5693,85.1319,Jharkhand,Ranchi,Burmoo,
8.06,682.0,456.94000000000005,122.0,135.0,0.14,30.0,24.0,195.0,42.0,22.0,62.0,6.0,0,0,0,0,0,0,0,0,SAFE,23.4825,85.0223,Jharkhand,Ranchi,Bijupara Tangar,
8.01,551.0,369.17,226.0,60.0,0.17,7.0,0.0,200.0,50.0,18.0,34.0,1.0,0,0,0,0,0,0,0,0,SAFE,24.3792,87.6728,Jharkhand,Pakur,Salgapara,
8.11,458.0,306.86,73.0,78.0,0.12,12.0,56.0,160.0,30.0,21.0,29.0,3.0,0,0,1,0,0,0,0,1,MODERATE,23.5154,84.9533,Jharkhand,Ranchi,Sonsbazar,
7.44,259.0,173.53,49.0,50.0,0.0,14.0,11.0,110.0,30.0,9.0,9.0,1.0,0,0,0,0,0,0,0,0,SAFE,23.3378,85.118,Jharkhand,Ranchi,Itki,
7.6,477.0,319.59000000000003,61.0,99.0,0.12,15.0,40.0,110.0,22.0,13.0,57.0,2.0,0,0,0,0,0,0,0,0,SAFE,23.4288,85.4128,Jharkhand,Ranchi,Bit More,
7.24,764.0,511.88000000000005,171.0,146.0,0.13,32.0,6.0,200.0,36.0,27.0,78.0,10.0,0,1,0,0,0,0,0,1,MODERATE,23.3964,85.3815,Jharkhand,Ranchi,Bunti,
7.82,1219.0,816.73,195.0,245.0,0.36,88.0,16.0,375.0,82.0,41.0,102.0,10.0,0,1,0,0,0,0,1,2,MODERATE,23.3658,85.3247,Jharkhand,Ranchi,Daily Market,
7.8,388.0,259.96000000000004,92.0,67.0,0.72,18.0,9.0,80.0,16.0,10.0,25.0,47.0,0,0,0,0,0,0,0,0,SAFE,23.358,85.2984,Jharkhand,Ranchi,Harmu,
8.06,179.0,119.93,43.0,18.0,0.6,8.0,23.0,65.0,14.0,7.0,9.0,1.0,0,0,0,0,0,0,0,0,SAFE,23.4274,85.4257,Jharkhand,Ranchi,Hochar,
7.99,284.0,190.28,43.0,53.0,0.11,2.0,41.0,100.0,18.0,13.0,15.0,5.0,0,0,0,0,0,0,0,0,SAFE,23.3149,85.0732,Jharkhand,Ranchi,Chachgura,
7.0,478.0,320.26,92.0,96.0,0.09,13.0,21.0,140.0,50.0,4.0,38.0,11.0,0,0,0,0,0,0,0,0,SAFE,24.7614,87.6754,Jharkhand,Pakur,Vikrampur,
7.51,362.0,242.54,85.0,43.0,0.08,24.0,31.0,155.0,48.0,9.0,11.0,2.0,0,0,0,0,0,0,0,0,SAFE,24.6386,87.8342,Jharkhand,Pakur,Pakur1,
7.56,564.0,377.88,140.0,64.0,0.06,44.0,40.0,250.0,62.0,23.0,15.0,0.0,0,0,0,0,0,0,1,1,MODERATE,24.5694,87.7149,Jharkhand,Pakur,Sahargram,
7.59,202.0,135.34,67.0,28.0,0.37,5.0,1.0,70.0,20.0,5.0,6.0,12.0,0,0,0,0,0,0,0,0,SAFE,22.9625,85.28,Jharkhand,Khunti,Murhu,
7.74,220.0,147.4,67.0,28.0,0.26,11.0,0.0,100.0,34.0,4.0,4.0,0.0,0,0,0,0,0,0,0,0,SAFE,23.0826,85.2798,Jharkhand,Khunti,Khunti,
7.83,588.0,393.96,220.0,28.0,0.82,69.0,1.0,230.0,74.0,11.0,26.0,5.0,0,0,0,0,0,0,1,1,MODERATE,23.1991,85.2878,Jharkhand,Khunti,Kalimati,
7.66,982.0,657.94,311.0,110.0,0.31,63.0,20.0,385.0,106.0,29.0,45.0,5.0,0,1,0,0,0,0,1,2,MODERATE,23.039,85.0301,Jharkhand,Khunti,Jariya,
7.81,215.0,144.05,61.0,32.0,0.42,4.0,10.0,80.0,22.0,6.0,6.0,11.0,0,0,0,0,0,0,0,0,SAFE,23.185,85.1731,Jharkhand,Khunti,Binagoan,
8.01,205.0,137.35,79.0,21.0,0.27,5.0,3.0,80.0,20.0,7.0,6.0,6.0,0,0,0,0,0,0,0,0,SAFE,23.041,85.1124,Jharkhand,Khunti,Bala,
7.56,195.0,130.65,67.0,25.0,0.29,4.0,5.0,70.0,16.0,7.0,8.0,7.0,0,0,0,0,0,0,0,0,SAFE,23.2497,85.1956,Jharkhand,Khunti,Lodhama,
7.54,518.0,347.06,146.0,43.0,0.22,74.0,2.0,190.0,62.0,9.0,19.0,22.0,0,0,0,0,0,0,0,0,SAFE,23.1267,85.1256,Jharkhand,Khunti,Karra,
7.82,246.0,164.82000000000002,85.0,14.0,0.0,26.0,9.0,85.0,16.0,11.0,14.0,5.0,0,0,0,0,0,0,0,0,SAFE,24.0443,86.6174,Jharkhand,Jamtara,Narayanpur,
8.05,551.0,369.17,201.0,53.0,0.3,34.0,2.0,180.0,24.0,29.0,37.0,10.0,0,0,0,0,0,0,0,0,SAFE,24.0194,86.6625,Jharkhand,Jamtara,Mohanpur,
7.82,1172.0,785.24,366.0,124.0,0.62,82.0,31.0,270.0,62.0,28.0,139.0,8.0,0,1,0,0,0,0,1,2,MODERATE,23.9202,87.044,Jharkhand,Jamtara,Nala,
7.75,925.0,619.75,299.0,92.0,0.33,52.0,36.0,305.0,74.0,29.0,72.0,4.0,0,1,0,0,0,0,1,2,MODERATE,23.8514,86.8822,Jharkhand,Jamtara,Mihijam New,
7.64,324.0,217.08,134.0,14.0,0.0,32.0,2.0,130.0,20.0,19.0,11.0,5.0,0,0,0,0,0,0,0,0,SAFE,23.9748,87.1506,Jharkhand,Jamtara,Kundahit,
7.8,740.0,495.8,146.0,110.0,0.0,69.0,29.0,230.0,68.0,15.0,57.0,13.0,0,0,0,0,0,0,1,1,MODERATE,23.9194,87.1678,Jharkhand,Jamtara,Dhootala,
8.11,1132.0,758.44,293.0,142.0,0.0,98.0,30.0,485.0,122.0,44.0,34.0,4.0,0,1,0,0,0,0,1,2,MODERATE,24.0619,86.7011,Jharkhand,Jamtara,Jasaydih,
